Id,text,label
4994,"Just looked it up and addie goes back Monday, sucks to be her",ham
332,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,spam
1926,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",ham
2894,Went to ganesh dress shop,ham
1744,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,spam
3383,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,spam
3792,Hey are you angry with me. Reply me dr.,ham
1258,Honey boo I'm missing u.,ham
4319,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish,ham
1451,Ya! when are Ì_ taking ure practical lessons? I start in june..,ham
2399,Oh... Kay... On sat right?,ham
1116,Hey... What time is your driving on fri? We go for evaluation on fri?,ham
1541,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,ham
3618,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity,spam
4252,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,ham
1954,Good night. Am going to sleep.,ham
5329,"Sir, waiting for your letter.",ham
3045,So how's the weather over there?,ham
4041,What time do u get out?,ham
3098,Ok... I din get ur msg...,ham
2372,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,ham
445,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",ham
2778,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",spam
4619,THIS IS A LONG FUCKIN SHOWR,ham
4165,Well if I'm that desperate I'll just call armand again,ham
1413,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,spam
452,K:)k:)what are detail you want to transfer?acc no enough?,ham
5375,I cant pick the phone right now. Pls send a message,ham
2885,No probs hon! How u doinat the mo?,ham
4944,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",ham
3313,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,ham
3652,It has issues right now. Ill fix for her by tomorrow.,ham
14,I HAVE A DATE ON SUNDAY WITH WILL!!,ham
4758,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082,spam
3235,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",ham
945,I cant wait to see you! How were the photos were useful? :),ham
5319,Kothi print out marandratha.,ham
5528,Its just the effect of irritation. Just ignore it,ham
247,Kallis wont bat in 2nd innings.,ham
3986,Ringtone Club: Gr8 new polys direct to your mobile every week !,spam
360,Ha ha cool cool chikku chikku:-):-DB-),ham
5347,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,ham
3781,How r Ì_ going to send it to me?,ham
5188,Okie,ham
1776,Call FREEPHONE 0800 542 0578 now!,spam
3878,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,ham
4169,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",ham
2847,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham
4259,Are you plans with your family set in stone ?,ham
3922,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,ham
2696,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,ham
1592,Will it help if we propose going back again tomorrow,ham
1723,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.",ham
2299,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",spam
5183,"Fuuuuck I need to stop sleepin, sup",ham
5217,Well thats nice. Too bad i cant eat it,ham
5441,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",ham
1965,Thanks. It was only from tescos but quite nice. All gone now. Speak soon,ham
3527,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",spam
5264,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",ham
490,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",ham
4176,Ok lor then we go tog lor...,ham
862,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",ham
1006,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,spam
4255,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,ham
1383,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,ham
2405,I'm meeting Darren...,ham
3574,And do you have any one that can teach me how to ship cars.,ham
4866,Okey dokey swashbuckling stuff what oh.,ham
2235,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;abel,ham
1362,What does the dance river do?,ham
4125,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spam
506,"Maybe westshore or hyde park village, the place near my house?",ham
1417,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,ham
3303,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,ham
25,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,ham
5359,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,ham
3388,O. Guess they both got screwd,ham
1222,Teach me apps da. When you come to college.,ham
3815,How long does it take to get it.,ham
1113,"No I'm good for the movie, is it ok if I leave in an hourish?",ham
2656,Feel like trying kadeem again? :V,ham
1552,U too...,ham
4769,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,ham
5107,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,ham
2580,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,spam
3583,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,spam
5208,Hi.what you think about match?,ham
3668,Yeah imma come over cause jay wants to do some drugs,ham
433,Booked ticket for pongal?,ham
5115,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",spam
3906,No that just means you have a fat head,ham
4649,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""",ham
3133,Ok going to sleep. Hope i can meet her.,ham
3503,Will you be here for food,ham
2577,Hey whats up? U sleeping all morning?,ham
5425,Otherwise had part time job na-tuition..,ham
2856,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?,ham
3916,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,ham
2629,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",ham
4172,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,ham
3604,Jordan got voted out last nite!,ham
1102,Black shirt n blue jeans... I thk i c Ì_...,ham
2117,Wish u many many returns of the day.. Happy birthday vikky..,ham
411,Cos i want it to be your thing,ham
3493,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",spam
4424,Just now saw your message.it k da:),ham
156,I'm leaving my house now...,ham
3686,Great! I shoot big loads so get ready!,ham
194,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,ham
615,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""",ham
643,Ya very nice. . .be ready on thursday,ham
4936,G wants to know where the fuck you are,ham
5553,Hahaha..use your brain dear,ham
1068,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,spam
4590,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,spam
5292,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,spam
4503,She told to hr that he want posting in chennai:)because i'm working here:),ham
3259,I'm always looking for an excuse to be in the city.,ham
4763,Hi.:)technical support.providing assistance to us customer through call and email:),ham
4568,At WHAT TIME should i come tomorrow,ham
330,K.k:)apo k.good movie.,ham
2302,We can make a baby in yo tho,ham
3260,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,ham
3047,Die... Now i have e toot fringe again...,ham
622,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,ham
3096,"Yo, you at jp and hungry like a mofo?",ham
1670,Lmao!nice 1,ham
2876,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,ham
483,Thank you baby! I cant wait to taste the real thing...,ham
3588,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,ham
2687,Okie,ham
3528,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",spam
2045,Okay... I booked all already... Including the one at bugis.,ham
5078,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,ham
3837,Went to pay rent. So i had to go to the bank to authorise the payment.,ham
4873,Wat happened to the cruise thing,ham
755,So why didnt you holla?,ham
518,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",ham
4502,Stupid.its not possible,ham
32,K tell me anything about you.,ham
4416," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",ham
4391,what are your new years plans?,ham
3513,I always chat with you. In fact i need money can you raise me?,ham
3123,My uncles in Atlanta. Wish you guys a great semester.,ham
1157,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,ham
1444,Those ducking chinchillas,ham
2091,Then get some cash together and I'll text jason,ham
744,Men like shorter ladies. Gaze up into his eyes.,ham
5132,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;,ham
174,"Well, i'm gonna finish my bath now. Have a good...fine night.",ham
5432,Thanx a lot 4 ur help!,ham
1705,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?,ham
3161,I can't describe how lucky you are that I'm actually awake by noon,ham
2063,"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",spam
1818,Am i that much dirty fellow?,ham
3835,Then Ì_ come n pick me at 530 ar?,ham
5214,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,spam
103,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",ham
3196,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,ham
4140,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),ham
783,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,spam
3470,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,ham
4237,Lol wtf random. Btw is that your lunch break,ham
4815,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,ham
4356,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",ham
229,Dear good morning now only i am up,ham
857,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,ham
1211,Ok then i will come to ur home after half an hour,ham
1401,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,ham
2917,Thanks chikku..:-) gud nyt:-*,ham
408,Headin towards busetop,ham
170,"Sir, I need AXIS BANK account no and bank address.",ham
540,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,spam
1559,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but",ham
5286,I'm still pretty weak today .. Bad day ?,ham
4989,Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam
1803,I'm in class. Did you get my text.,ham
3168,"Haven't seen my facebook, huh? Lol!",ham
613,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,ham
4349,Yes. Rent is very expensive so its the way we save.,ham
3862,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg å£1.50",spam
4794,Saw Guys and Dolls last night with Patrick Swayze it was great,ham
674,"I've got  &lt;#&gt; , any way I could pick up?",ham
1161,K. I will sent it again,ham
5532,happened here while you were adventuring,ham
3939,Does daddy have a bb now.,ham
1872,Oh ok i didnt know what you meant. Yep i am baby jontin,ham
2526,Do u noe how 2 send files between 2 computers?,ham
1815,Sian... Aft meeting supervisor got work 2 do liao... U working now?,ham
2850,Are you going to wipro interview today?,ham
1700,Please ask mummy to call father,ham
3204,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",ham
2226,If you have belive me. Come to my home.,ham
1609,You all ready for * big day tomorrow?,ham
2342,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,spam
3121,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam
2718,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam
564,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",ham
4702,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,ham
4480,No..its ful of song lyrics..,ham
4727,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,ham
4162,I told that am coming on wednesday.,ham
2582,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",spam
1548,"Me, i dont know again oh",ham
4802,How do you plan to manage that,ham
4400,Many times we lose our best ones bcoz we are,ham
5491,U studying in sch or going home? Anyway i'll b going 2 sch later.,ham
5288,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),ham
355,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",ham
2409,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),ham
2346,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,ham
2955,Yes there were many sweets,ham
4630,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",ham
4940,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,ham
1172,Happy new years melody!,ham
3871,I am joining today formally.Pls keep praying.will talk later.,ham
325,No calls..messages..missed calls,ham
1051,Do u noe wat time e place dat sells 4d closes?,ham
3639,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,ham
4075,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,spam
3100,Pathaya enketa maraikara pa',ham
4382,No need lar i go engin? Cos my sis at arts today...,ham
3154,Ok...,ham
1751,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,ham
2499,Yup i've finished c Ì_ there...,ham
2146,So can collect ur laptop?,ham
1772,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",ham
1196,What he said is not the matter. My mind saying some other matter is there.,ham
1878,I AM AT A PARTY WITH ALEX NICHOLS,ham
620,Dear we got  &lt;#&gt;  dollars hi hi,ham
2887,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,ham
2016,"Princess, is your kitty shaved or natural?",ham
2005,Can't take any major roles in community outreach. You rock mel,ham
3558,URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,spam
5043,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",ham
1482,Ok...,ham
1189,In that case I guess I'll see you at campus lodge,ham
328,"Cool, text me when you're parked",ham
648,No prob. I will send to your email.,ham
3648,Hmm ill have to think about it... ok you're forgiven! =D,ham
897,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",ham
30,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",ham
1123,Good morning princess! How are you?,ham
2414,O was not into fps then.,ham
4489,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,ham
3613,Ok c Ì_ then.,ham
2432,Really dun bluff me leh... U sleep early too. Nite...,ham
4671,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",spam
1259,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",ham
4653,Hope you are having a great day.,ham
2974,"Don't worry, * is easy once have ingredients!",ham
2344,Okie...,ham
1519,Check wid corect speling i.e. Sarcasm,ham
1378,"Ya tel, wats ur problem..",ham
4054,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,ham
1023,May i call You later Pls,ham
2503,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,ham
3861,"Customer place, i wil cal u sir.",ham
2077,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,ham
912,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,ham
3524,I not free today i haf 2 pick my parents up tonite...,ham
1675,Painful words- \I thought being Happy was the most toughest thing on Earth... But,ham
1746,I don know account details..i will ask my mom and send you.my mom is out of reach now.,ham
2584,Hi happy birthday. Hi hi hi hi hi hi hi,ham
1736,I will come tomorrow di,ham
1629,Sounds like you have many talents! would you like to go on a dinner date next week?,ham
3320,Yo im right by yo work,ham
430,At home watching tv lor.,ham
1808,Aiyo a bit pai seh Ì_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,ham
3075,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",ham
5095,K.k.this month kotees birthday know?,ham
5073,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,ham
3035,;-) ok. I feel like john lennon.,ham
3011,Yeah no probs - last night is obviously catching up with you... Speak soon,ham
3690,"Sir, i am waiting for your call, once free please call me.",ham
3248,"Sorry, I can't help you on this.",ham
4974,Yar... I tot u knew dis would happen long ago already.,ham
3176,In meeting da. I will call you,ham
4952,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,ham
1995,Shall i come to get pickle,ham
2764,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",ham
1106,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",ham
818,Then why you not responding,ham
3555,Ok lor. I'm in town now lei.,ham
5234,Ok cool. See ya then.,ham
1697,Hai priya are you right. What doctor said pa. Where are you.,ham
3802,Yup song bro. No creative. Neva test quality. He said check review online.,ham
136,He is there. You call and meet him,ham
2818,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,ham
2543,Package all your programs well,ham
5046,Hmmm.still we dont have opener?,ham
1180,I'm in chennai velachery:),ham
3907,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,ham
888,You unbelievable faglord,ham
2227,Oh k.k..where did you take test?,ham
3250,"IÛ÷ll leave around four, ok?",ham
817,Also are you bringing galileo or dobby,ham
4055,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",ham
4128,Me i'm not workin. Once i get job...,ham
5131,That sucks. I'll go over so u can do my hair. You'll do it free right?,ham
1264,I will see in half an hour,ham
990,26th OF JULY,ham
3091,"Dear, take care. I am just reaching home.love u a lot.",ham
1739,U guys never invite me anywhere :(,ham
4766,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,spam
353,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,ham
4254,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge,spam
2142,You see the requirements please,ham
5201,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam
1489,Ok i juz receive..,ham
3428,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,ham
1228,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,spam
3866,"Alright we're hooked up, where you guys at",ham
5281,"And how you will do that, princess? :)",ham
52,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,ham
3734,"ItÛ÷s å£6 to get in, is that ok?",ham
3447,Its  &lt;#&gt; k here oh. Should i send home for sale.,ham
2895,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",spam
3182,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair.,ham
1589,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,ham
1479,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,ham
1469,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",ham
2416,"Could you not read me, my Love ? I answered you",ham
2078,85233 FREE>Ringtone!Reply REAL,spam
3563,Do you always celebrate NY's with your family ?,ham
5487,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,spam
3010,"Hm good morning, headache anyone? :-)",ham
436,"Ask g or iouri, I've told the story like ten times already",ham
2513,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,spam
1588,At 4. Let's go to bill millers,ham
4367,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,ham
1590,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",ham
2829,Howz that persons story,ham
973,what is your account number?,ham
1238,"Dear relieved of westonzoyland, all going to plan this end too!",ham
2154,Oh god i am happy to see your message after 3 days,ham
3129,Ok. But i finish at 6.,ham
4917,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,ham
1497,I'm putting it on now. It should be ready for  &lt;TIME&gt;,ham
449,10 min later k...,ham
4513,"Sure, whenever you show the fuck up &gt;:(",ham
5009,"By the way, 'rencontre' is to meet again. Mountains dont....",ham
2607,:-) yeah! Lol. Luckily i didn't have a starring role like you!,ham
1551,In e msg jus now. U said thanks for gift.,ham
4948,I am in bus on the way to calicut,ham
1146,Babe ? I lost you ... :-(,ham
3258,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",spam
2092,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",ham
1313,How abt making some of the pics bigger?,ham
2015,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time,ham
2845,Wat time u finish ur lect today?,ham
2373,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,spam
2617,I cant pick the phone right now. Pls send a message,ham
3732,Old Orchard near univ. How about you?,ham
2827,Wife.how she knew the time of murder exactly,ham
413,Bring home some Wendy =D,ham
941,Theyre doing it to lots of places. Only hospitals and medical places are safe.,ham
801,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,ham
4411,If i said anything wrong sorry de:-),ham
256,Mmm so yummy babe ... Nice jolt to the suzy,ham
5464,I will treasure every moment we spend together...,ham
647,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,spam
1767,"K, want us to come by now?",ham
4773,U repeat e instructions again. Wat's e road name of ur house?,ham
